# Onda Corporation
# Hydrophone Calibration Data
# 
Calibration_DATE	13-Aug-2009
# 
# Hydrophone description
HYD_MFG	Onda
HYD_MODEL	HNR
HYD_APERTURE_NOM_UM	0500
HYD_SN	1516
HYD_POLARITY	Positive
# 
# External preamplifier description
AMP_MFG	NONE
AMP_MODEL	NONE
AMP_SN	NONE
AMP_GAIN_NOM_DB	NONE
AMP_BW_MHZ	NONE
AMP_OUTPUT_IMP_NOM_OHMS	NONE
# 
# Cable/adaptor between hydrophone and preamplifier
CA_BWT_HYD_AMP	NONE
# 
# Environment
ELECTRICAL_LOAD	OpenCircuit
WATER_TEMP_DEGC	23.7
WATER_RESISTIVITY_MOHMS-CM	1.7
#
# Calibration data
# Freq(MHz) Sens(dB re. 1V/uPa) Sens(V/Pa) Sens(V^2cm^2/W) Cap(pF)
#
DATA_FIELDS	5
DATA_FIELD	FREQ_MHZ
DATA_FIELD	SENS_DB
DATA_FIELD	SENS_VPERPA
DATA_FIELD	SENS_V2PERW
DATA_FIELD	CAP_PF
# End of file header
HEADER_END	0
 1.000	 -256.42	  1.510E-007	3.420E-004	    197.221
 1.050	 -257.27	  1.369E-007	2.810E-004	    197.131
 1.100	 -257.98	  1.262E-007	2.387E-004	    197.044
 1.150	 -258.08	  1.247E-007	2.334E-004	    196.962
 1.200	 -258.38	  1.204E-007	2.176E-004	    196.883
 1.250	 -258.36	  1.208E-007	2.188E-004	    196.808
 1.300	 -258.11	  1.243E-007	2.318E-004	    196.737
 1.350	 -258.09	  1.246E-007	2.328E-004	    196.670
 1.400	 -257.70	  1.303E-007	2.546E-004	    196.606
 1.450	 -257.40	  1.349E-007	2.729E-004	    196.546
 1.500	 -256.98	  1.415E-007	3.004E-004	    196.490
 1.550	 -256.79	  1.447E-007	3.143E-004	    196.438
 1.600	 -256.98	  1.416E-007	3.009E-004	    196.389
 1.650	 -256.85	  1.437E-007	3.098E-004	    196.343
 1.700	 -256.67	  1.467E-007	3.229E-004	    196.301
 1.750	 -256.34	  1.524E-007	3.486E-004	    196.263
 1.800	 -256.72	  1.459E-007	3.194E-004	    196.228
